sl_no,nbfc_name,regional_office,accepts_deposits,classification,cin,layer
3817,Kalyaneshwari Tracon (P) Ltd,Kolkata,No,ICC,U51109WB1995PTC074763,Base
3818,Kalyani Exports & Investments Pvt. Ltd.,Mumbai,No,ICC,U65993MH1974PTC017319,Base
3819,Kalyani Synthetics Private Limited,Kolkata,No,ICC,U17110WB1991PTC138081,Base
3820,Kamakhia Finance and Leasing Private Limited,Jammu,No,ICC,U67120JK1990PTC001177,Base
3821,Kamakhya Devi Stock & Investment (P) Ltd,Kolkata,No,ICC,U67120WB1995PTC069643,Base
3822,Kamal Auto Finance Pvt. Ltd.,Jaipur,No,ICC,U65923RJ1994PTC008855,Base
3823,Kamal Finserve Private Limited,Chandigarh,No,ICC,U65921CH1996PTC019200,Base
3824,Kamal Renu Credit & Invest Pvt.Ltd.,New Delhi,No,ICC,U74899DL1993PTC051662,Base
3825,Kamala Fincon Private Limited,Kolkata,No,ICC,U67120WB1992PTC054825,Base
3826,Kamaldeep Vanijya Pvt Ltd,Kolkata,No,ICC,U52110WB2006PTC110891,Base
3827,Kamaldeep Vyapaar Pvt. Ltd.,Kolkata,No,ICC,U51109WB1994PTC062188,Base
3828,Kamalia Investment & Finance (P) Ltd.,Patna,No,ICC,U00800BR1995PTC006672,Base
3829,Kamaljyot Investments Limited,Mumbai,No,ICC,U65990MH1983PLC030597,Base
3830,Kamalraj Traders & Foods (P) Ltd,Kolkata,No,ICC,U51311WB1991PTC051938,Base
3831,Kamayani Sales Promotion Pvt Ltd,Kolkata,No,ICC,U51109KA1995PTC104230,Base
3832,Kamayni Commotrade Pvt. Ltd.,Kolkata,No,ICC,U29211WB1996PTC077861,Base
3833,Kamini Finance And Investment Co.Ltd.,Guwahati,No,ICC,L65929AS1986PLC002518,Base
3834,Kamkan Fincap Private Limited,Kolkata,No,ICC,U67120WB2003PTC096335,Base
3835,Kamlesh Mercantile Credit (P) Ltd,Kolkata,No,ICC,U65999WB1990PTC049546,Base
3836,Kamlesh Trade & Agency Pvt Ltd,Kolkata,No,ICC,U51109WB1996PTC081471,Base
3837,Kamna Commercial (P) Ltd,Kolkata,No,ICC,U51109WB1996PTC077621,Base
3838,Kamna Credits and Promoters Private Limited,Kolkata,No,ICC,U65921WB1993PTC126787,Base
3839,Kamna Deposits And Advances Private Limited,Kanpur,No,ICC,U65921UP1991PTC119808,Base
3840,Kamod Commercial & Finance Pvt. Ltd.,Jaipur,No,ICC,U67120RJ1993PTC007768,Base
3841,Kamod Finvest Pvt Ltd,Kolkata,No,ICC,U67120WB1995PTC076208,Base
3842,Kamper Finance & Securities Private Limited,Kolkata,No,ICC,U65993WB1988PTC044981,Base
3843,Kamrup Enterprises Ltd,Kolkata,No,ICC,U51109WB1984PLC090463,Base
3844,Kamyabi Vanijya Pvt. Ltd.,Kolkata,No,ICC,U51109WB2005PTC106057,Base
3845,Kanad Exim Pvt Ltd,Kolkata,No,ICC,U52393WB1993PTC059044,Base
3846,Kanak Instalments Private Limited,Kanpur,No,ICC,U65921UP1989PTC011074,Base
3847,Kanak Securities Pvt.Ltd.,New Delhi,No,ICC,U65100DL1995PTC070620,Base
3848,Kanakadurga Finance Limited (Formerly- Kanaka Durga Leasing & Finance Ltd.),Andhra Pradesh,No,ICC,U65921AP1994PLC018605,Base
3849,Kanchan Credit & Finance (P) Ltd,Kolkata,No,ICC,U74140WB1995PTC067739,Base
3850,Kanchan Trade & Commerce (P) Ltd,Kolkata,No,ICC,U29261WB1992PTC054463,Base
3851,Kanco Finance Private Limited,Mumbai,No,ICC,U65100PN2020PTC197146,Base
3852,Kandla Finance Limited,Ahmedabad,No,ICC,U72200GJ1991PLC016581,Base
3853,Kangan Consultancy Pvt.Ltd.,New Delhi,No,ICC,U65993DL1994PTC060516,Base
3854,Kanika International Ltd.,New Delhi,No,ICC,U51909DL1992PTC049582,Base
3855,Kanika Investment Limited,Chennai,No,ICC,U65993TN1979PLC050181,Middle
3856,Kanishka Marketing Pvt Ltd,Kolkata,No,ICC,U15491WB1994PTC066255,Base
3857,Kankai Investments And Holdings Private Limited,Mumbai,No,ICC,U67120MH1995PTC088054,Base
3858,Kankeshwari Finance Pvt. Ltd.,Mumbai,No,ICC,U67190MH1997PTC106616,Base
3859,Kannattu Fingold Finance Private Limited,Chennai,No,ICC,U65191TN1993PTC025382,Base
3860,Kanodia Finance (P) Ltd,Kolkata,No,ICC,U67120WB1995PTC072821,Base
3861,Kanodia Vyapar Co Pvt Ltd.,Kolkata,No,ICC,U27209WB1983PTC036679,Base
3862,Kanoria Plastokem Pvt. Ltd (Name as per MCA - Navdisha Real Estate Private Limited),Kolkata,No,ICC,U24116WB1971PTC028066,Base
3863,Kanoria Securities & Financial Services Limited,Kolkata,No,ICC,L15421WB1916PLC104929,Base
3864,Kanpur Properties & Finance Pvt. Ltd.,Kolkata,No,ICC,U70200WB1994PTC063021,Base
3865,Kan-Ratan Investments & Finance Limited,Mumbai,No,ICC,U67120MH1993PTC073938,Base
3866,"Kanta Credits & Holdings Pvt.Ltd,",New Delhi,No,ICC,U74899DL1992PTC049757,Base
3867,Kantha Mehta Investments & Finance Private Limited,Chennai,No,ICC,U65993TN1995PTC029729,Base
3868,Kanu Holdings (P) Ltd,Kolkata,No,ICC,U67120WB1992PTC055456,Base
3869,Kanupriya Commercial Pvt Ltd,Kolkata,No,ICC,U51909WB2004PTC100225,Base
3870,Kapil Capital Services Pvt.Ltd,New Delhi,No,ICC,U74899DL1995PTC066365,Base
3871,Kapil Exports Pvt.Ltd,New Delhi,No,ICC,U65100DL1992PTC049201,Base
3872,Kapil Loan Services Private Limited,New Delhi,No,ICC,U65999DL2016PTC306540,Base
3873,Kapilansh Vyapaar Pvt. Ltd.,Guwahati,No,ICC,U52399AS2011PTC010441,Base
3874,Kapilesh Stock Holding Pvt Ltd,Kolkata,No,ICC,U67120WB1994PTC136073,Base
3875,Kapital Kraft Financial Services Limited,New Delhi,No,ICC,U74899DL1994PLC060560,Base
3876,Kapivar Finlease Pvt. Ltd.,New Delhi,No,ICC,U71290DL1996PTC081368,Base
3877,Kapoors Siam Vidhya Finance Ltd,Kolkata,No,ICC,U26942WB1992PLC056074,Base
3878,Karaikudi Finance Limited,Chennai,No,ICC,U65191TN1997PLC037599,Base
3879,Karam Traders Pvt. Ltd.,Kolkata,No,ICC,U51909WB1994PTC065190,Base
3880,Karamjyoti Sales (P) Ltd,Kolkata,No,ICC,U51909WB1995PTC070178,Base
3881,Karan Fincap Pvt. Ltd.,Jaipur,No,ICC,U67120RJ1996PTC011362,Base
3882,Kard Ventures Finance Private Limited,New Delhi,No,ICC,U65999DL2020PTC373168,Base
3883,Karina Fincap Limited,New Delhi,No,ICC,U74120DL2008PLC173934,Base
3884,Karma Fincom Pvt Ltd.,Kolkata,No,ICC,U65999WB1995PTC067127,Base
3885,Karn Securities Pvt.Ltd.,New Delhi,No,ICC,U74899DL1994PTC061461,Base
3886,Karna Investments (India) Pvt. Ltd.,New Delhi,No,ICC,U65999DL1996PTC121972,Base
3887,Karnanika Financial Services (P) Ltd,Kolkata,No,ICC,U67110WB1995PTC071782,Base
3888,"Karnavati Finance Ltd,",Mumbai,No,ICC,L65910MH1984PLC034724,Base
3889,Karnawat Hire Purchase Pvt. Ltd.,Jaipur,No,ICC,U65923RJ1993PTC007305,Base
3890,Karni Syntex Pvt Ltd,Kolkata,No,ICC,U51109WB1993PTC061138,Base
3891,Karnimata Commerce (P) Ltd,Kolkata,No,ICC,U51909WB1996PTC081544,Base
3892,Karpagam Hire Purchase And Finance Private Limited,Chennai,No,ICC,U65990TZ2016PTC027857,Base
3893,Karriers Finance Pvt.Ltd.,New Delhi,No,ICC,U74899DL1955PTC002467,Base
3894,Kartar Leasing Private Limited,New Delhi,No,ICC,U74899DL1992PTC048541,Base
3895,Karur Finance Pvt Ltd,Chennai,No,ICC,U65191TN1997PTC037749,Base
3896,Karvy Capital Ltd. (Old Name Grant Holding & Trading Co. Pvt Ltd),Mumbai,No,ICC,U65990MH1981PLC025980,Base
3897,Karvy Financial Services Ltd,Mumbai,No,ICC,U67190MH2001PLC227379,Base
3898,Karwa Securities Limited,Hyderabad,No,ICC,U67120TG1995PLC019281,Base
3899,Kasa Contrade (P) Ltd,Kolkata,No,ICC,U17117WB1994PTC063947,Base
3900,Kasar Credit & Capital Pvt.Ltd.,New Delhi,No,ICC,U74899DL1995PTC066816,Base
3901,Kasera Agencies Pvt Ltd,Kolkata,No,ICC,U74899WB1982PTC116972,Base
3902,Kashi Capital Private Limited,Kanpur,No,ICC,U65929UP2016PTC088128,Base
3903,Kashiba Finance Pvt. Ltd.,Ahmedabad,No,ICC,U65910GJ1993PTC019410,Base
3904,Kashind Financiers Limited,Kolkata,No,ICC,U67120WB1979PLC186203,Base
3905,Kashipur Holdings Ltd.,Kanpur,No,ICC,U67120UR1996PLC020938,Base
3906,Kashiraj Supply Private Limited,Bengaluru,No,ICC,U51909KA1995PTC118286,Base
3907,Kashmir Finance Private Limited,Mumbai,No,ICC,U67120MH1957PTC322342,Base
3908,Kashmir Motor And General Finance Private Limited,Kolkata,No,ICC,U67120WB1997PTC228415,Base
3909,"Kashmira Investment & Leasing Pvt. Ltd,",Mumbai,No,ICC,U65100MH1986PTC186364,Base
3910,Kasturi Agents (P) Ltd,Kolkata,No,ICC,U51109WB1995PTC075914,Base
3911,Kasturi Towers Ltd.,Kolkata,No,ICC,U70109WB1994PTC062432,Base
3912,Kasturi Vinimay Pvt Ltd,Kolkata,No,ICC,U51109WB1994PTC064039,Base
3913,Katpadi Dealers (P) Ltd,Kolkata,No,ICC,U51909WB1995PTC069845,Base
3914,Kaul Polymers (India )Pvt.Ltd.,New Delhi,No,ICC,U74899DL1987PTC028251,Base
3915,Kaunshya Investments Private Limited,Bengaluru,No,ICC,U67120KA1994PTC016853,Base
3916,Kaura Properties Private Limited,New Delhi,No,ICC,U74899DL1982PTC014360,Base
3917,Kausar India Securities Pvt. Ltd.,New Delhi,No,ICC,U67120DL2005PTC132217,Base
3918,Kaushal Vanijya Pvt Ltd,Kolkata,No,ICC,U51109WB2006PTC111981,Base
3919,Kaushal Vincom (P) Ltd,Kolkata,No,ICC,U51909WB1996PTC081977,Base
3920,Kaushik Securities Ltd.,Guwahati,No,ICC,U67120AS1996PLC004714,Base
3921,Kautilya Shares & Stocks Pvt.Ltd,New Delhi,No,ICC,U67120DL1996PTC082596,Base
3922,Kautilya Traders (P) Ltd,Kolkata,No,ICC,U51109WB1995PTC069741,Base
3923,Kaveri Hire Purchase And Deposits Private Limited,Jaipur,No,ICC,U67190RJ1996PTC072588,Base
3924,Kavery Commodities (P) Ltd,Kolkata,No,ICC,U51909WB1996PTC077502,Base
3925,Kavya Finance & Investment Pvt. Ltd.,New Delhi,No,ICC,U74899DL1991PTC045234,Base
3926,Kay Kay Hire Purchase Pvt Ltd,Chandigarh,No,ICC,U65921PB1994PTC014279,Base
3927,Kayan Investment & Trading Co (P) Ltd,Kolkata,No,ICC,U67120WB1980PTC032545,Base
3928,Kaycee Finstock Pvt. Ltd.,Mumbai,No,ICC,U65993MH2005PTC154201,Base
3929,Kaycee Kala Finvest Pvt Ltd,Kolkata,No,ICC,U19111WB1991PTC052447,Base
3930,Kaygee Invesments Pvt. Ltd,Mumbai,No,ICC,U67120MH1981PTC024266,Base
3931,Kaynet Financial Services Pvt. Ltd.,Mumbai,No,ICC,U65921PN2007PTC130765,Base
3932,Kaypee Mercantiles Pvt. Ltd.,Kolkata,No,ICC,U51109WB1985PTC038941,Base
3933,Kds Micro Credit Services Pvt Ltd,Kolkata,No,ICC,U51909WB1995PTC068439,Base
3934,Ked Industrial Finance Ltd,Kolkata,No,ICC,U65923WB1990PLC048780,Base
3935,Kedear Commercial Pvt. Ltd.,Kolkata,No,ICC,U65999WB1997PTC082743,Base
3936,Kedia Banijya (P) Ltd,Kolkata,No,ICC,U51109WB1995PTC067199,Base
3937,Kedia Commercial Pvt. Ltd.,Kolkata,No,ICC,U51909WB1996PTC082063,Base
3938,Kedia Financial Services Pvt.Ltd.,New Delhi,No,ICC,U65100DL1994PTC063169,Base
3939,Kedia Trade & Agencies (P) Ltd,Kolkata,No,ICC,U51219WB1981PTC033246,Base
3940,Keertana Finserv Limited (Formerly: Keertana Finserv Private Limited),Kolkata,No,ICC,U65100WB1996PLC077252,Middle
3941,Kejriwal Finvest Pvt Ltd,Kolkata,No,ICC,U67120WB1994PTC066460,Base
3942,Kejriwal Investment Co. Pvt. Ltd,Kolkata,No,ICC,U67120WB1976PTC030416,Base
3943,Kejriwal Enterprises Ltd,Kolkata,No,ICC,L51109WB1982PLC035536,Base
3944,Kemex Engineering (P) Ltd,Kolkata,No,ICC,U27101WB1986PTC040253,Base
3945,Kemfin Services Private Limited,Bengaluru,No,ICC,U65910KA1991PTC011939,Base
3946,Kemi Fibre Industries Pvt Ltd,Kolkata,No,ICC,U17294WB1965PTC026572,Base
3947,Ken Financial Services Ltd,Mumbai,No,ICC,L65990MH1994PLC078898,Base
3948,Kentacy Estates & Finvest (P) Ltd,Kolkata,No,ICC,U65999WB1991PTC052865,Base
3949,Kerala State Power and Infrastructure Finance Corporation Ltd. (Formerly known As KPFC Ltd.),Thiruvananthapuram,Yes,ICC,U65910KL1998SGC012160,Middle
3950,Kerala State Industrial Development Corporation Ltd,Thiruvananthapuram,No,ICC,U45309KL1961SGC001937,Middle
3951,Kerala Transport Development Finance Corporation Limited,Thiruvananthapuram,No,ICC,U65923KL1991SGC005985,Base
3952,Kerala Urban & Rural Development Finance Corporation Ltd.,Thiruvananthapuram,No,ICC,U65910KL1970SGC002261,Base
3953,Kerbs Vyapaar (P) Ltd,Kolkata,No,ICC,U51909WB1994PTC062489,Base
3954,Kesariyaji Capital Private Limited,Mumbai,No,ICC,U70102MH2012PTC229193,Base
3955,Keshar Finance & Leasing Pvt Ltd,Kolkata,No,ICC,U65910WB1992PTC054705,Base
3956,Keshav Fincap Private Limited,Ahmedabad,No,ICC,U65910GJ1995PTC027651,Base
3957,Keshav Power Limited,Raipur,No,CIC,U40105CT2004PLC016040,Middle
3958,Keshava Prabha Microfin Private Limited,Chennai,No,MFI,U65191TN1993PTC024410,Base
3959,Keshavnandan Investment & Traders Pvt. Ltd.,New Delhi,No,ICC,U65999DL1992PTC263389,Base
3960,Kesri Investments Limited,New Delhi,No,ICC,U65993DL1983PTC291098,Base
3961,Ketki India Limited,New Delhi,No,ICC,U74899DL1992PLC051163,Base
3962,Keventer Capital Limited,Kolkata,No,ICC,U65100WB1991PLC050927,Base
3963,Keventor Leather (P) Ltd,Kolkata,No,ICC,U52321WB1995PTC068490,Base
3964,Kewal Kiran Finance Pvt. Ltd.,Mumbai,No,ICC,U65993MH2008PTC177497,Base
3965,Key Corp Limited,Kanpur,No,ICC,L65921UP1985PLC007547,Base
3966,Keynesian Financial Services Ltd,Kolkata,No,ICC,U65910WB1996PLC079491,Base
3967,Keynote Fincorp Limited (Name Change From Abhishek Finance & Investment Private Limited W.E.F 07.09.2012),Mumbai,No,ICC,U67120MH1995PLC084814,Base
3968,Keyuri Credit Stock P Ltd.,Mumbai,No,ICC,U67120MH1996PTC103219,Base
3969,Khaitan Udyog Pvt. Ltd,Kolkata,No,ICC,U27109WB1995PTC067578,Base
3970,Khaitan United Sales (P) Ltd,Kolkata,No,ICC,U28129WB1989PTC047792,Base
3971,Khandelwal Finance Private Limited,Kolkata,No,ICC,U67120WB1991PTC053666,Base
3972,Khandelwal Odd-Shares (P) Ltd,Kolkata,No,ICC,U67120WB1991PTC053818,Base
3973,Khandepar Investments Pvt. Ltd.,Bengaluru,No,CIC,U65910KA1997PTC022644,Middle
3974,Khanna Fincap Pvt Ltd.,New Delhi,No,ICC,U55101DL1997PTC087469,Base
3975,Khanna Finlease Private Limited,Thiruvananthapuram,No,ICC,U65910KL1994PTC040438,Base
3976,Khatod Investments & Finance Co Ltd,Kolkata,No,ICC,L65993WB1990PLC084695,Base
3977,Khavda Finance Ltd,Ahmedabad,No,ICC,U65910GJ1995PLC026983,Base
3978,Khazana Marketing Pvt. Ltd.,Kolkata,No,ICC,U51109WB1996PTC079055,Base
3979,Khazana Tradelinks Private Limited,Mumbai,No,ICC,U52190MH1995PTC252693,Base
3980,KHDT Finance Company Private Limited,Mumbai,No,ICC,U67120PN1987PTC157557,Base
3981,Khec (India) Pvt. Ltd.,New Delhi,No,ICC,U74999DL1996PTC083709,Base
3982,Kheda Leasing & Finance Pvt. Ltd.,Jaipur,No,ICC,U65910RJ1995PTC010449,Base
3983,Khedia Finvest (India) Pvt. Limited,Raipur,No,ICC,U67120CT1996PTC011474,Base
3984,Khera Motor Finance Private Limited,Kolkata,No,ICC,U65921WB1994PTC137821,Base
3985,Kherapati Vanijya Ltd,Kolkata,No,ICC,L51109WB1982PLC034908,Base
3986,Khetan Commerce (P) Ltd,Kolkata,No,ICC,U51909WB1996PTC081352,Base
3987,Khetan Developers Pvt. Ltd.,Kolkata,No,ICC,U70101WB1996PTC081353,Base
3988,Khetan Financial Services Pvt Ltd,Kolkata,No,ICC,U51109WB1995PTC076143,Base
3989,Khetan Merchandise Pvt. Ltd.,Kolkata,No,ICC,U51109WB1996PTC081351,Base
3990,Khetan Tracon Pvt Ltd,Kolkata,No,ICC,U51909WB1996PTC081350,Base
3991,Khetawat Financial Resources Private Limited,Ahmedabad,No,ICC,U65929GJ2017PTC100187,Base
3992,Khimji Finserve Private Limited (Formerly known as Vee Gee Credit Capital Private Limited),Kolkata,No,ICC,U67120WB1999PTC236950,Base
3993,Khiroria Builders & Contractors (P) Ltd.,Kolkata,No,ICC,U45203WB1987PTC042265,Base
3994,Khiwasara Finance & Leasing Ltd.(Converted From A To B),Hyderabad,No,ICC,U65910TG1993PLC015240,Base
3995,Khorakiwala Holdings & Investments Private Limited,Mumbai,No,ICC,U67120MH1981PTC023803,Base
3996,Khosya Finlease (P) Ltd.,New Delhi,No,ICC,U65910DL1998PTC092792,Base
3997,Khush Housing Finance Private Limited,Mumbai,No,HFC,U65910MH2011PTC221255,Middle
3998,Khushaal Finance Private Limited,Kolkata,No,ICC,U65923WB2006PTC108869,Base
3999,Khushboo Capital Finance Limited,Ahmedabad,No,ICC,U65999GJ2020PLC116160,Base
4000,Khushboo Finlease Pvt. Ltd.,New Delhi,No,ICC,U65921DL1996PTC076267,Base
4001,Khushbu Auto Finance Limited,Ahmedabad,No,ICC,U74999GJ1994PLC022816,Base
4002,Khyati Finseck Private Limited,Jaipur,No,ICC,U67190RJ2019PTC063463,Base
4003,Kia Ora Ventures Private Limited,New Delhi,No,ICC,U51909HR1996PTC073483,Base
4004,Kiddy Plast Limited (Formerly: Kiddly),Mumbai,No,ICC,U36940MH1979PLC021957,Base
4005,Kiduja India Ltd.,Mumbai,No,ICC,L72200MH1985PLC038019,Base
4006,Kifs Financial Services Limited,Ahmedabad,No,ICC,L67990GJ1995PLC025234,Base
4007,KIFS Housing Finance Limited,Mumbai,No,HFC,U65922GJ2015PLC085079,Middle
4008,Killa Financial Services Pvt. Ltd.,New Delhi,No,ICC,U65100DL1994PTC059662,Base
4009,Kinara Capital Private Limited [Formerly known as Visage Holdings and Finance Private Limited],Bengaluru,No,ICC,U74899KA1996PTC068587,Middle
4010,Kinetic Investments Ltd,Kolkata,No,ICC,L65993WB1983PLC035729,Base
4011,Kinetic Securities Private Limited,Kolkata,No,ICC,U67120WB1995PTC068136,Base
4012,Kinetic Trust Ltd.,Chandigarh,No,ICC,L67120PB1992PLC012532,Base
4013,King Leasing And Real Estate Ltd.,Chandigarh,No,ICC,U65910PB1995PLC016301,Base
4014,Kingdom Exports International Pvt. Ltd.,New Delhi,No,ICC,U31103DL1991PTC044552,Base
4015,Kippy Engineering (P) Ltd,Kolkata,No,ICC,U51109WB1995PTC074888,Base
4016,Kiran Capital Services Limited,New Delhi,No,ICC,U74899DL1994PLC061968,Base
4017,Kiran Consortium Trade Pvt Ltd,Kolkata,No,ICC,U45202WB1993PTC057703,Base
4018,Kiran Vyapar Ltd (Formerly Kiran Vyapar Private Limited),Kolkata,No,ICC,L51909WB1995PLC071730,Middle
4019,Kiranglobal Business Investment Limited,Chennai,No,ICC,L65921TN1993PLC024511,Base
4020,Kirlampudi Commerce (P) Ltd,Kolkata,No,ICC,U51909WB1995PTC068342,Base
4021,Kirpal Finance Pvt. Ltd.,New Delhi,No,ICC,U65929DL1997PTC087458,Base
4022,Kirti Dealers Pvt. Ltd.,Kolkata,No,ICC,U51109WB1996PTC077359,Base
4023,Kirti Financial Services Limited,Mumbai,No,ICC,U64990PN2023PLC221793,Base
4024,Kirti Land Developers (P) Ltd,Kolkata,No,ICC,U70109WB1995PTC067104,Base
4025,Kirti Stock & Securities (P) Ltd,Kolkata,No,ICC,U65999WB1994PLC064509,Base
4026,Kirti Vinimay (P) Ltd,Kolkata,No,ICC,U65999WB1993PTC061223,Base
4027,Kirtivardhan Finvest Services Ltd,Kolkata,No,ICC,U65999WB1994PLC064358,Base
4028,Kisetsu Saison Finance (India) Private Limited,Bengaluru,No,ICC,U65999KA2018FTC113783,Middle
4029,Kisga Leasing & Finance Pvt. Ltd.,New Delhi,No,ICC,U74899DL1993PTC053939,Base
4030,Kishori Capital Markets Private Limited,Kolkata,No,ICC,U08032WB1991PTC138022,Base
4031,Kishori Lal Constructions Limited,New Delhi,No,ICC,U45201DL1988PTC030725,Base
4032,Kissan Finvest Ltd.,Chandigarh,No,ICC,U65921PB1996PLC018018,Base
4033,Kissandhan Agri Financial Services Private Limited,New Delhi,No,ICC,U65993DL1980PTC299426,Base
4034,Kit Commercial (P) Ltd,Kolkata,No,ICC,U51909WB1995PTC067102,Base
4035,Kiva Capital Private Limited,Ahmedabad,No,ICC,U65999GJ2017PTC096574,Base
4036,Kiyansh Finance Private Limited,Bengaluru,No,ICC,U64990KA2023PTC173137,Base
4037,Kjmc Financial Services Ltd,Mumbai,No,ICC,L65100MH1988PLC047873,Base
4038,KJS Investments And Financial Services Private Limited,Hyderabad,No,ICC,U65900TG2016PTC112447,Base
4039,Klassic Dealcomm (P) Ltd,Kolkata,No,ICC,U74140WB1995PTC069920,Base
4040,Klay Finvest Private Limited,Mumbai,No,ICC,U74999MH2016FTC288032,Base
4041,Kleos Capital Private Limited,Ahmedabad,No,Type-I,U64990GJ2025PTC160438,Base
4042,KLG Capital Services Limited,Mumbai,No,ICC,L67120MH1994PLC218169,Base
4043,KLM Axiva Finvest Limited (Formerly Needs Finvest Limited),Hyderabad,No,ICC,U65910TG1997PLC026983,Middle
4044,KLUB Finance Private Limited,Hyderabad,No,ICC,U65191TG1992PTC169858,Base
4045,Klug Investments Pvt. Ltd.,Mumbai,No,ICC,U65990MH2005PTC153706,Base
4046,Kmap Capital Limited,New Delhi,No,ICC,U74999DL2011PLC226436,Base
4047,KNAB Finance Advisors Private Limited,New Delhi,No,ICC,U65100DL2015PTC424880,Base
4048,Knack Financial Services Pvt. Ltd.,Patna,No,ICC,U67190BR1994PTC006124,Base
4049,Knowledge Financial Consultancy Pvt. Ltd.,New Delhi,No,ICC,U74899DL1994PTC058913,Base
4050,Kochi Holdings Private Limited,Bengaluru,No,Type-I,U65100KA2002PTC030617,Base
4051,Kogta Financial (India) Ltd.,Jaipur,No,ICC,U67120RJ1996PLC011406,Middle
4052,Kokila Exports Private Limited,Hyderabad,No,ICC,U67120TG1994PTC136525,Base
4053,Kokila Suppliers (P) Ltd,Kolkata,No,ICC,U51109WB1992PTC054787,Base
4054,Kolaghat Cold Storage Pvt Ltd,Kolkata,No,ICC,U63022WB1985PTC039251,Base
4055,Komac Investments & Finance Pvt. Ltd.,Mumbai,No,ICC,U65923MH1994PTC083137,Base
4056,Komaf Financial Services Private Ltd. (Formerly Komaf Financial Services Ltd ),Mumbai,No,ICC,U65910MH1987PTC045544,Middle
4057,Komalay Finance Private Limited (formerly Nanuan Finance Pvt. Ltd.),Chandigarh,No,ICC,U65921PB1980PTC004285,Base
4058,Konark Commerce & Industries Ltd,Kolkata,No,ICC,L27209WB1985PLC039923,Base
4059,Konark Commercial Ltd,Guwahati,No,ICC,U51109AS1988PLC002916,Base
4060,Konica Biscuit Industries Private Limited,Kolkata,No,ICC,U15209WB1987PTC042905,Base
4061,Konika Finvest Securities Ltd.,New Delhi,No,ICC,U74899DL1995PLC074675,Base
4062,Konni Hire Purchase And Lealsing Company Private Limited,Thiruvananthapuram,No,ICC,U65921KL1997PTC011250,Base
4063,Kosamattam Finance Limited,Thiruvananthapuram,No,ICC,U65929KL1987PLC004729,Middle
4064,Kosian Industries Ltd. (Name as per MCA - Seven Hill Industries Limited),Mumbai,No,ICC,L67190MH1990PLC055497,Base
4065,Kota Auto Finance Pvt. Ltd.,Jaipur,No,ICC,U65923RJ1989PTC004977,Base
4066,Kotagiri Commerce Pvt Ltd,Mumbai,No,ICC,U51109MH1995PTC185842,Base
4067,Kotak Infrastructure Debt Fund Limited,Mumbai,No,IDF,U65910MH1988PLC048450,Middle
4068,Kotak Mahindra Investments Ltd.,Mumbai,No,ICC,U65900MH1988PLC047986,Middle
4069,Kotak Mahindra Prime Ltd.,Mumbai,No,ICC,U67200MH1996PLC097730,Middle
4070,Kothari Credit (India) Limited,Kolkata,No,ICC,U65921WB1994PLC184152,Base
4071,Kothari Industrial Development Corporation Ltd,Kolkata,No,ICC,U17115WB1965PLC026378,Base
4072,Kothari Investment & Industries (P) Ltd,Kolkata,No,ICC,U65100WB1943PTC011193,Base
4073,Kothari Metal Resources Pvt. Ltd.,Kolkata,No,ICC,U27109WB1986PTC041029,Base
4074,"Kothari World Finance Ltd.[Formerly: Grenada Investment & Trading Co. Ltd,]",Mumbai,No,ICC,U65993MH1985PLC035005,Base
4075,Kothsons Finance & Consultancy Pvt. Ltd.,Kolkata,No,ICC,U67120WB1985PTC038893,Base
4076,Kotilya Consultants Ltd,Kolkata,No,ICC,U67120WB1983PLC036095,Base
4077,Kotmak Commerce (P) Ltd,Kolkata,No,ICC,U51109WB1996PTC079184,Base
4078,Kotriwal Commercial (P) Ltd,Kolkata,No,ICC,U51909WB1996PTC079734,Base
4079,Kottayil Financiers Pvt.Ltd.,Thiruvananthapuram,No,ICC,U65910KL1996PTC010580,Base
4080,Koushik Financial Services Private Limited,Bengaluru,No,ICC,U65993KA1995PTC017601,Base
4081,Kovai Purani Finance Private Limited,Chennai,No,ICC,U65999TZ1990PTC002918,Base
4082,Kovalam Investment And Trading Co. Ltd. (Formerly Known As Oswal Finance Company Limited As On 1.04.2000),Chandigarh,No,ICC,L65910PB1981PLC023058,Base
4083,Kovid Finance Pvt. Ltd.,Jaipur,No,ICC,U67120RJ1993PTC007199,Base
4084,KPF Finances Ltd.,New Delhi,No,ICC,U74899DL1988PLC095767,Base
4085,KPS Finance & Trade (P) Ltd,Kolkata,No,ICC,U65922WB1988PTC045676,Base
4086,Krazybee Services Limited (Formerly: Krazybee Services Private Limited),Bengaluru,No,ICC,U65100KA2016PLC086990,Middle
4087,Krchoksey Financial Services Private Limited (Formerly: Padmesh Tradelink Private Limited),Mumbai,No,ICC,U52390MH2010PTC199201,Base
4088,Kredent Capital Pvt Ltd,Kolkata,No,ICC,U74140WB2009PTC132900,Base
4089,Kremer Mercantile Pvt. Ltd.,Kolkata,No,ICC,U51109WB1996PTC077294,Base
4090,Kreon Finnancial Services Limited,Chennai,No,ICC,L65921TN1994PLC029317,Base
